Title,Query_Title,Domestic Release Date,Year Released (Domestic),Month Released (Domestic),Infl. Adj. Dom. Box Office,Domestic Box Office,Genre,Theatrical Distributor,Total Oscars Awarded in Year,Awards,Metascore,IMDB,Rotten Tomatoes,Rated,Director,Runtime,Country
Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,2004-06-04,2004,6,366070829,249757726,Adventure,Warner Bros.,25,Nominated for 2 Oscars. Another 17 wins & 51 nominations.,82,7.9,90%,PG,Alfonso Cuarón,142 min,"UK, USA"
Mission: Impossible 2,Mission Impossible 2,2000-05-24,2000,5,364078672,215409889,Action,Paramount Pictures,24,,,,,,,,
Rush Hour 2,Rush Hour 2,2001-08-03,2001,8,364020605,226164286,Action,New Line,25,10 wins & 22 nominations.,48,6.6,52%,PG-13,Brett Ratner,90 min,"Hong Kong, USA"
Minions,Minions,2015-07-10,2015,7,363152668,336045770,Adventure,Universal,25,Nominated for 1 BAFTA Film Award. Another 4 wins & 25 nominations.,56,6.4,55%,PG,"Kyle Balda, Pierre Coffin",91 min,USA
Apollo 13,Apollo 13,1995-06-30,1995,6,362988651,173772767,Drama,Universal,24,Won 2 Oscars. Another 26 wins & 58 nominations.,77,7.6,96%,PG,Ron Howard,140 min,USA
Fatal Attraction,Fatal Attraction,1987-09-18,1987,9,362807481,156645693,Thriller/Suspense,Paramount Pictures,23,Nominated for 6 Oscars. Another 7 wins & 16 nominations.,67,6.9,75%,R,Adrian Lyne,119 min,USA
Iron Man 2,Iron Man 2,2010-05-07,2010,5,360743683,312433331,Action,Paramount Pictures,25,Nominated for 1 Oscar. Another 7 wins & 43 nominations.,57,7.0,73%,PG-13,Jon Favreau,124 min,USA
Liar Liar,Liar Liar,1997-03-21,1997,3,360054612,181410615,Comedy,Universal,24,Nominated for 1 Golden Globe. Another 4 wins & 5 nominations.,70,6.9,81%,PG-13,Tom Shadyac,86 min,USA
The Twilight Saga: New Moon,The Twilight Saga New Moon,2009-11-20,2009,11,359778351,296623634,Drama,Summit Entertainment,25,20 wins & 24 nominations.,44,4.7,28%,PG-13,Chris Weitz,130 min,USA
Zootopia,Zootopia,2016-03-04,2016,3,359416611,341268248,Adventure,Walt Disney,25,Won 1 Oscar. Another 46 wins & 71 nominations.,78,8.0,98%,PG,"Byron Howard, Rich Moore, Jared Bush(co-director)",108 min,USA
Robin Hood: Prince of Thieves,Robin Hood Prince of Thieves,1991-06-14,1991,6,358111513,165493908,Adventure,Warner Bros.,23,Nominated for 1 Oscar. Another 16 wins & 22 nominations.,51,6.9,52%,PG-13,Kevin Reynolds,143 min,"USA, UK"
Beverly Hills Cop II,Beverly Hills Cop II,1987-05-20,1987,5,358027737,153665036,Comedy,Paramount Pictures,23,Nominated for 1 Oscar. Another 6 wins & 3 nominations.,48,6.5,45%,R,Tony Scott,100 min,USA
Batman Returns,Batman Returns,1992-06-18,1992,6,357449252,162833635,Action,Warner Bros.,23,Nominated for 2 Oscars. Another 2 wins & 27 nominations.,68,7.0,80%,PG-13,Tim Burton,126 min,"USA, UK"
Signs,Signs,2002-08-02,2002,8,357440160,227969295,Thriller/Suspense,Walt Disney,25,3 wins & 34 nominations.,59,6.7,74%,PG-13,M. Night Shyamalan,106 min,USA
Up,Up,2009-05-29,2009,5,355902392,293004164,Adventure,Walt Disney,25,Won 2 Oscars. Another 78 wins & 82 nominations.,88,8.2,98%,PG,"Pete Docter, Bob Peterson(co-director)",96 min,USA
Aladdin,Aladdin,2019-05-24,2019,5,355559219,355559216,Adventure,Walt Disney,25,Won 2 Oscars. Another 31 wins & 22 nominations.,86,8.0,95%,G,"Ron Clements, John Musker",90 min,USA
Superman II,Superman II,1981-06-19,1981,6,354522218,108185706,Adventure,Warner Bros.,23,3 wins & 7 nominations.,83,6.8,87%,PG,"Richard Lester, Richard Donner",127 min,"USA, UK, Canada"
The Firm,The Firm,1993-06-30,1993,6,348426453,158340892,Thriller/Suspense,Paramount Pictures,23,Nominated for 2 Oscars. Another 3 wins & 5 nominations.,58,6.8,75%,R,Sydney Pollack,154 min,USA
Skyfall,Skyfall,2012-11-08,2012,11,348151094,304360277,Action,Sony Pictures,25,Won 2 Oscars. Another 64 wins & 122 nominations.,81,7.7,92%,PG-13,Sam Mendes,143 min,"UK, USA, Turkey"
Batman v Superman: Dawn of Justice,Batman v Superman Dawn of Justice,2016-03-25,2016,3,347928482,330360194,Action,Warner Bros.,25,14 wins & 33 nominations.,44,6.5,28%,PG-13,Zack Snyder,151 min,USA
The Twilight Saga: Eclipse,The Twilight Saga Eclipse,2010-06-30,2010,6,347001804,300531751,Drama,Summit Entertainment,25,22 wins & 34 nominations.,58,5.0,48%,PG-13,David Slade,124 min,USA
The Hobbit: An Unexpected Journey,The Hobbit An Unexpected Journey,2012-12-14,2012,12,345841855,303003568,Adventure,Warner Bros.,25,Nominated for 3 Oscars. Another 10 wins & 72 nominations.,58,7.8,64%,PG-13,Peter Jackson,169 min,"New Zealand, USA"
Air Force One,Air Force One,1997-07-25,1997,7,343254979,172956409,Action,Sony Pictures,24,Nominated for 2 Oscars. Another 7 wins & 11 nominations.,61,6.5,76%,R,Wolfgang Petersen,124 min,"USA, Germany"
Stir Crazy,Stir Crazy,1980-12-12,1980,12,343064307,101300000,Comedy,Columbia,22,1 nomination.,56,6.8,67%,R,Sidney Poitier,111 min,USA
There's Something About Mary,There's Something About Mary,1998-07-15,1998,7,342544846,176484651,Romantic Comedy,20th Century Fox,24,Nominated for 2 Golden Globes. Another 17 wins & 15 nominations.,69,7.1,83%,R,"Bobby Farrelly, Peter Farrelly",119 min,USA
Suicide Squad,Suicide Squad,2016-08-05,2016,8,342388609,325100054,Action,Warner Bros.,25,Won 1 Oscar. Another 16 wins & 39 nominations.,40,6.0,27%,PG-13,David Ayer,123 min,USA
Who Framed Roger Rabbit?,Who Framed Roger Rabbit?,1988-06-22,1988,6,341760174,154112492,Adventure,Walt Disney,23,Won 3 Oscars. Another 21 wins & 21 nominations.,83,7.7,97%,PG,"Robert Zemeckis, Richard Williams",104 min,USA
Harry Potter and the Deathly Hallows:…,Harry Potter and the Deathly Hallows…,2010-11-19,2010,11,341677546,296131568,Adventure,Warner Bros.,25,Nominated for 3 Oscars. Another 45 wins & 91 nominations.,85,8.1,96%,PG-13,David Yates,130 min,"UK, USA"
Night at the Museum,Night at the Museum,2006-12-22,2006,12,339901743,250863268,Adventure,20th Century Fox,25,2 wins & 8 nominations.,48,6.4,43%,PG,Shawn Levy,108 min,"USA, UK"
Cars,Cars,2006-06-09,2006,6,339480296,244082982,Adventure,Walt Disney,25,Nominated for 2 Oscars. Another 28 wins & 32 nominations.,73,7.1,75%,G,"John Lasseter, Joe Ranft(co-director)",117 min,USA
Spider-Man: Homecoming,Spider-Man Homecoming,2017-07-07,2017,7,339417210,334201140,Action,Sony Pictures,25,7 wins & 9 nominations.,73,7.4,92%,PG-13,Jon Watts,133 min,USA
Porky's,Porky's,1982-03-19,1982,3,339277727,109492484,Comedy,20th Century Fox,23,1 win & 1 nomination.,40,6.2,36%,R,Bob Clark,94 min,"Canada, USA"
Nine to Five,Nine to Five,1980-12-19,1980,12,339231493,103290500,Comedy,20th Century Fox,22,6 wins.,N/A,N/A,,,,,
Inception,Inception,2010-07-16,2010,7,337816073,292576195,Thriller/Suspense,Warner Bros.,25,Won 4 Oscars. Another 152 wins & 217 nominations.,74,8.8,87%,PG-13,Christopher Nolan,148 min,"USA, UK"
The Hangover,The Hangover,2009-06-05,2009,6,336854403,277322503,Comedy,Warner Bros.,25,Won 1 Golden Globe. Another 12 wins & 25 nominations.,73,7.7,78%,R,Todd Phillips,100 min,"USA, Germany"
I am Legend,I am Legend,2007-12-14,2007,12,336716286,256393010,Horror,Warner Bros.,25,9 wins & 22 nominations.,65,7.2,68%,PG-13,Francis Lawrence,101 min,USA
Lethal Weapon 2,Lethal Weapon 2,1989-07-07,1989,7,336211474,147253986,Action,Warner Bros.,23,Nominated for 1 Oscar. Another 1 win & 1 nomination.,70,7.2,84%,R,Richard Donner,114 min,USA
Joker,Joker,2019-10-04,2019,10,335451311,335451311,Thriller/Suspense,Warner Bros.,25,Won 2 Oscars. Another 94 wins & 200 nominations.,59,8.5,68%,R,Todd Phillips,122 min,"USA, Canada"
Aquaman,Aquaman,2018-12-21,2018,12,335061810,335061807,Action,Warner Bros.,25,2 wins & 38 nominations.,55,7.0,65%,PG-13,James Wan,143 min,"USA, Australia"
"The Twilight Saga: Breaking Dawn, Part 2","The Twilight Saga Breaking Dawn, Part 2",2012-11-16,2012,11,334481193,292324737,Drama,Lionsgate,25,21 wins & 14 nominations.,52,5.5,49%,PG-13,Bill Condon,115 min,USA
Austin Powers in Goldmember,Austin Powers in Goldmember,2002-07-25,2002,7,334165750,213117789,Comedy,New Line,25,5 wins & 22 nominations.,62,6.2,54%,PG-13,Jay Roach,94 min,USA
War of the Worlds,War of the Worlds,2005-06-29,2005,6,332963185,234280354,Action,Paramount Pictures,25,Nominated for 3 Oscars. Another 16 wins & 45 nominations.,73,6.5,75%,PG-13,Steven Spielberg,116 min,USA
It,It,2017-09-08,2017,9,332592945,328828874,Horror,Warner Bros.,25,8 wins & 45 nominations.,69,7.3,86%,R,Andy Muschietti,135 min,"Canada, USA"
True Lies,True Lies,1994-07-15,1994,7,326625677,146282411,Action,20th Century Fox,23,Nominated for 1 Oscar. Another 8 wins & 22 nominations.,63,7.2,71%,R,James Cameron,141 min,USA
Man of Steel,Man of Steel,2013-06-14,2013,6,326128489,291045518,Action,Warner Bros.,25,7 wins & 46 nominations.,55,7.0,56%,PG-13,Zack Snyder,143 min,"USA, UK"
X-Men: The Last Stand,X-Men The Last Stand,2006-05-26,2006,5,325960610,234362462,Action,20th Century Fox,25,7 wins & 37 nominations.,58,6.7,57%,PG-13,Brett Ratner,104 min,"Canada, USA, UK"
Rocky IV,Rocky IV,1985-11-27,1985,11,325675786,127873716,Drama,MGM,23,9 wins & 5 nominations.,40,6.9,40%,PG,Sylvester Stallone,91 min,USA
The Mummy Returns,The Mummy Returns,2001-05-04,2001,5,325139498,202007640,Adventure,Universal,25,6 wins & 18 nominations.,48,6.3,47%,PG-13,Stephen Sommers,130 min,USA
X-Men 2,X-Men 2,2003-05-02,2003,5,324741574,214949694,Action,20th Century Fox,25,,,,,,,,
Deadpool 2,Deadpool 2,2018-05-18,2018,5,324591735,324591735,Action,20th Century Fox,25,6 wins & 50 nominations.,66,7.7,84%,R,David Leitch,119 min,USA
"The Twilight Saga: Breaking Dawn, Part 1","The Twilight Saga Breaking Dawn, Part 1",2011-11-18,2011,11,323118299,281287133,Drama,Summit Entertainment,25,11 wins & 22 nominations.,45,4.9,25%,PG-13,Bill Condon,117 min,USA
The Santa Clause,The Santa Clause,1994-11-11,1994,11,322437500,144833357,Adventure,Walt Disney,23,2 wins & 8 nominations.,57,6.5,71%,PG,John Pasquin,97 min,"USA, Canada"
Platoon,Platoon,1986-12-19,1986,12,322097260,137963328,Drama,Orion Pictures,23,Won 4 Oscars. Another 20 wins & 14 nominations.,92,8.1,88%,R,Oliver Stone,120 min,"USA, UK"
Thor: Ragnarok,Thor Ragnarok,2017-11-03,2017,11,319915752,315058289,Action,Walt Disney,25,6 wins & 49 nominations.,74,7.9,93%,PG-13,Taika Waititi,130 min,USA
Pearl Harbor,Pearl Harbor,2001-05-25,2001,5,319557956,198539855,Action,Walt Disney,25,Won 1 Oscar. Another 13 wins & 51 nominations.,44,6.2,24%,PG-13,Michael Bay,183 min,USA
Lethal Weapon 3,Lethal Weapon 3,1992-05-15,1992,5,317711851,144731527,Action,Warner Bros.,23,3 wins & 4 nominations.,40,6.7,60%,R,Richard Donner,118 min,USA
Look Who's Talking,Look Who's Talking,1989-10-13,1989,10,317402995,140088813,Comedy,Sony Pictures,23,5 wins & 2 nominations.,51,5.9,56%,PG-13,Amy Heckerling,93 min,USA
Gladiator,Gladiator,2000-05-05,2000,5,317130387,187683805,Action,Dreamworks SKG,24,Won 5 Oscars. Another 54 wins & 104 nominations.,67,8.5,77%,R,Ridley Scott,155 min,"USA, UK, Malta, Morocco"
Jumanji: The Next Level,Jumanji The Next Level,2019-12-13,2019,12,316831246,316831246,Adventure,Sony Pictures,25,1 win & 5 nominations.,58,6.7,72%,PG-13,Jake Kasdan,123 min,USA
Star Trek,Star Trek,2009-05-08,2009,5,313056067,257730019,Adventure,Paramount Pictures,25,Won 1 Oscar. Another 24 wins & 93 nominations.,82,7.9,94%,PG-13,J.J. Abrams,127 min,"USA, Germany"
A Bug's Life,A Bug's Life,1998-11-20,1998,11,312292203,162798565,Adventure,Walt Disney,24,Nominated for 1 Oscar. Another 14 wins & 20 nominations.,77,7.2,92%,G,"John Lasseter, Andrew Stanton(co-director)",95 min,USA
The Waterboy,The Waterboy,1998-11-06,1998,11,311978956,161491646,Comedy,Walt Disney,24,6 wins & 6 nominations.,41,6.1,35%,PG-13,Frank Coraci,90 min,USA
Jerry Maguire,Jerry Maguire,1996-12-13,1996,12,311919057,153952592,Romantic Comedy,Sony Pictures,24,Won 1 Oscar. Another 25 wins & 41 nominations.,77,7.3,83%,R,Cameron Crowe,139 min,USA
A Few Good Men,A Few Good Men,1992-12-11,1992,12,310603200,141340178,Drama,Sony Pictures,23,Nominated for 4 Oscars. Another 10 wins & 26 nominations.,62,7.7,83%,R,Rob Reiner,138 min,USA
The Perfect Storm,The Perfect Storm,2000-06-30,2000,6,308655646,182618434,Drama,Warner Bros.,24,Nominated for 2 Oscars. Another 4 wins & 25 nominations.,59,6.4,59/100,PG-13,Wolfgang Petersen,130 min,USA
King Kong,King Kong,2005-12-14,2005,12,308433052,218080025,Adventure,Universal,25,Won 3 Oscars. Another 43 wins & 102 nominations.,81,7.2,84%,PG-13,Peter Jackson,187 min,"New Zealand, USA, Germany"
The Blind Side,The Blind Side,2009-11-20,2009,11,308054513,255959475,Drama,Warner Bros.,25,Won 1 Oscar. Another 8 wins & 30 nominations.,53,7.6,66%,PG-13,John Lee Hancock,129 min,USA
The Matrix,The Matrix,1999-03-31,1999,3,307342795,173396389,Action,Warner Bros.,23,Won 4 Oscars. Another 37 wins & 50 nominations.,73,8.7,88%,R,"Lana Wachowski, Lilly Wachowski",136 min,USA
Gravity,Gravity,2013-10-04,2013,10,307030823,274092705,Thriller/Suspense,Warner Bros.,25,Won 7 Oscars. Another 233 wins & 182 nominations.,96,7.7,96%,PG-13,Alfonso Cuarón,91 min,"UK, USA"
Tarzan,Tarzan,1999-06-16,1999,6,306800868,171091819,Adventure,Walt Disney,23,Won 1 Oscar. Another 10 wins & 23 nominations.,79,7.3,89%,G,"Chris Buck, Kevin Lima",88 min,USA
Sister Act,Sister Act,1992-05-29,1992,5,306458532,139605150,Comedy,Walt Disney,23,Nominated for 2 Golden Globes. Another 9 wins & 8 nominations.,51,6.4,73%,PG,Emile Ardolino,100 min,USA
The Hunger Games: Mockingjay - Part 2,The Hunger Games Mockingjay - Part 2,2015-11-20,2015,11,304241751,281723902,Thriller/Suspense,Lionsgate,25,16 wins & 34 nominations.,65,6.5,70%,PG-13,Francis Lawrence,137 min,"USA, Germany, Canada, France"
What Women Want,What Women Want,2000-12-15,2000,12,303565725,182805123,Romantic Comedy,Paramount Pictures,24,Nominated for 1 Golden Globe. Another 5 wins & 8 nominations.,47,6.4,54%,PG-13,Nancy Meyers,127 min,USA
The Da Vinci Code,The Da Vinci Code,2006-05-19,2006,5,302557895,217536138,Thriller/Suspense,Sony Pictures,25,Nominated for 1 Golden Globe. Another 8 wins & 20 nominations.,46,6.6,26%,PG-13,Ron Howard,149 min,"USA, Malta, France, UK"
Terms of Endearment,Terms of Endearment,1983-11-23,1983,11,301736446,108423489,Drama,Paramount Pictures,23,Won 5 Oscars. Another 27 wins & 18 nominations.,79,7.4,77%,PG,James L. Brooks,132 min,USA
The Bourne Ultimatum,The Bourne Ultimatum,2007-08-03,2007,8,301200787,227471070,Thriller/Suspense,Universal,25,Won 3 Oscars. Another 26 wins & 41 nominations.,85,8.0,92%,PG-13,Paul Greengrass,115 min,"USA, Germany, France, Spain"
Monsters University,Monsters University,2013-06-21,2013,6,300852229,268488329,Adventure,Walt Disney,25,Nominated for 1 BAFTA Film Award. Another 9 wins & 57 nominations.,65,7.3,80%,G,Dan Scanlon,104 min,USA
The Amazing Spider-Man,The Amazing Spider-Man,2012-07-03,2012,7,299886852,262030663,Adventure,Sony Pictures,25,2 wins & 31 nominations.,66,6.9,73%,PG-13,Marc Webb,136 min,USA
Men in Black 2,Men in Black 2,2002-07-03,2002,7,298574055,190418803,Action,Sony Pictures,25,,,,,,,,
"Honey, I Shrunk the Kids","Honey, I Shrunk the Kids",1989-06-23,1989,6,298470475,130724172,Adventure,Walt Disney,23,Won 1 BAFTA Film Award. Another 1 win & 10 nominations.,63,6.3,76%,PG,Joe Johnston,93 min,"USA, Mexico"
Wedding Crashers,Wedding Crashers,2005-07-15,2005,7,297344661,209218368,Comedy,New Line,25,11 wins & 11 nominations.,64,6.9,75%,R,David Dobkin,119 min,USA
Pocahontas,Pocahontas,1995-06-10,1995,6,296502897,141579773,Adventure,Walt Disney,24,Won 2 Oscars. Another 13 wins & 7 nominations.,58,6.7,55%,G,"Mike Gabriel, Eric Goldberg",81 min,USA
Ocean's Eleven,Ocean's Eleven,2001-12-07,2001,12,293910473,183417150,Thriller/Suspense,Warner Bros.,25,4 wins & 20 nominations.,74,7.7,82%,PG-13,Steven Soderbergh,116 min,USA
Charlie and the Chocolate Factory,Charlie and the Chocolate Factory,2005-07-15,2005,7,293423115,206459076,Adventure,Warner Bros.,25,Nominated for 1 Oscar. Another 15 wins & 50 nominations.,72,6.6,83%,PG,Tim Burton,115 min,"UK, USA"
Big Daddy,Big Daddy,1999-06-25,1999,6,293169475,163479795,Comedy,Sony Pictures,23,8 wins & 14 nominations.,41,6.4,39%,PG-13,Dennis Dugan,93 min,USA
The Hangover Part II,The Hangover Part II,2011-05-26,2011,5,292329105,254464305,Comedy,Warner Bros.,25,5 wins & 18 nominations.,44,6.4,33%,R,Todd Phillips,102 min,"USA, Thailand"
Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,1990-03-30,1990,3,292007695,135265915,Adventure,New Line,23,1 win & 10 nominations.,31,5.8,21%,PG-13,Jonathan Liebesman,101 min,USA
Batman Begins,Batman Begins,2005-06-15,2005,6,291838030,205343774,Action,Warner Bros.,25,Nominated for 1 Oscar. Another 14 wins & 72 nominations.,70,8.2,84%,PG-13,Christopher Nolan,140 min,"USA, UK"
Jurassic Park III,Jurassic Park III,2001-07-18,2001,7,291594219,181166115,Action,Universal,25,5 wins & 15 nominations.,42,5.9,49%,PG-13,Joe Johnston,92 min,USA
The Flintstones,The Flintstones,1994-05-27,1994,5,291455711,130531208,Comedy,Universal,23,6 wins & 10 nominations.,38,4.9,22%,PG,Brian Levant,91 min,USA
Despicable Me,Despicable Me,2010-07-09,2010,7,290402804,251513985,Adventure,Universal,25,Nominated for 1 Golden Globe. Another 3 wins & 40 nominations.,72,7.6,81%,PG,"Pierre Coffin, Chris Renaud",95 min,"USA, France"
As Good as it Gets,As Good as it Gets,1997-12-24,1997,12,290167147,148478011,Romantic Comedy,Sony Pictures,24,Won 2 Oscars. Another 36 wins & 53 nominations.,67,7.7,85%,PG-13,James L. Brooks,139 min,USA
Planet of the Apes,Planet of the Apes,2001-07-27,2001,7,289729129,180011740,Adventure,20th Century Fox,25,Nominated for 1 Oscar. Another 21 wins & 42 nominations.,68,7.6,82%,PG-13,Rupert Wyatt,105 min,"USA, UK, Canada"
Captain America: The Winter Soldier,Captain America The Winter Soldier,2014-04-04,2014,4,289632162,259746958,Action,Walt Disney,25,Nominated for 1 Oscar. Another 5 wins & 50 nominations.,70,7.7,90%,PG-13,"Anthony Russo, Joe Russo",136 min,USA
Hancock,Hancock,2008-07-01,2008,7,289218732,227946274,Action,Sony Pictures,25,4 wins & 12 nominations.,49,6.4,41%,PG-13,Peter Berg,92 min,USA
The Hobbit: The Desolation of Smaug,The Hobbit The Desolation of Smaug,2013-12-13,2013,12,289209476,258241522,Adventure,Warner Bros.,25,Nominated for 3 Oscars. Another 18 wins & 87 nominations.,66,7.8,74%,PG-13,Peter Jackson,161 min,"New Zealand, USA"
National Treasure: Book of Secrets,National Treasure Book of Secrets,2007-12-21,2007,12,288541176,219961501,Adventure,Walt Disney,25,1 win & 5 nominations.,48,6.5,36%,PG,Jon Turteltaub,124 min,USA
The Lego Movie,The Lego Movie,2014-02-07,2014,2,287444159,257784718,Adventure,Warner Bros.,25,Nominated for 1 Oscar. Another 72 wins & 65 nominations.,83,7.7,96%,PG,"Christopher Miller, Phil Lord",100 min,"USA, Denmark, Australia"
Alvin and the Chipmunks,Alvin and the Chipmunks,2007-12-14,2007,12,284244772,217326974,Adventure,20th Century Fox,25,3 wins & 2 nominations.,39,5.2,28%,PG,Tim Hill,92 min,USA
Coming to America,Coming to America,1988-06-29,1988,6,284055339,128152301,Comedy,Paramount Pictures,23,Nominated for 2 Oscars. Another 5 wins & 3 nominations.,47,7.0,67%,R,John Landis,116 min,USA
WALL-E,WALL-E,2008-06-27,2008,6,283968229,223808164,Adventure,Walt Disney,25,Won 1 Oscar. Another 91 wins & 93 nominations.,95,8.4,95%,G,Andrew Stanton,98 min,USA
The Hobbit: The Battle of the Five Ar…,The Hobbit The Battle of the Five Ar…,2014-12-17,2014,12,283285507,255119788,Adventure,Warner Bros.,25,,,,,,,,
The Silence of the Lambs,The Silence of the Lambs,1991-02-14,1991,2,282878946,130726716,Thriller/Suspense,Orion Pictures,23,Won 5 Oscars. Another 63 wins & 51 nominations.,85,8.6,96%,R,Jonathan Demme,118 min,USA
"The Karate Kid, Part II","The Karate Kid, Part II",1986-06-20,1986,6,282640765,115103979,Action,Sony Pictures,23,Nominated for 1 Oscar. Another 4 wins & 2 nominations.,55,6.0,42%,PG,John G. Avildsen,113 min,USA
Airplane!,Airplane!,1980-07-04,1980,7,282625178,83453539,Comedy,Paramount Pictures,22,Nominated for 1 Golden Globe. Another 2 wins & 6 nominations.,78,7.7,97%,PG,"Jim Abrahams, David Zucker, Jerry Zucker",88 min,USA
Sing,Sing,2016-12-21,2016,12,280803807,270329045,Adventure,Universal,25,Nominated for 2 Golden Globes. Another 3 wins & 23 nominations.,59,7.1,72%,PG,Garth Jennings,108 min,"Japan, USA"
Ransom,Ransom,1996-11-08,1996,11,280765035,136492681,Action,Walt Disney,24,Nominated for 1 Golden Globe. Another 3 wins & 4 nominations.,60,6.6,75%,R,Ron Howard,121 min,USA
